impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K19-114622,A577662,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1947502,In Public Home,,Dog,,Male,Havanese,Brown / Black,01/01/2019 12:00:00 AM,Date Found,10800 NE 64TH ST,KIRKLAND,WA,98033,KIRKLAND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1947502,Image Copyright HLP Inc. 2019,,
K19-114625,A577665,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1947621,LOST,Shorty,Dog,,Male,Labrador Retriever,Yellow,01/01/2019 12:00:00 AM,Date Lost,27400 212TH PL SE,MAPLE VALLEY,WA,98038,MAPLE VALLEY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1947621,Image Copyright HLP Inc. 2019,,
K19-114702,A577893,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1948831,LOST,Cole,Cat,,Male,Domestic Shorthair,Unknown,01/02/2019 12:00:00 AM,Date Lost,FAIRVIEW AVE N,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1948831,Image Copyright HLP Inc. 2019,,
K19-114704,A577895,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1948917,LOST,Tater Tot,Dog,,Female,Pembroke Welsh Corgi,Unknown,01/04/2019 12:00:00 AM,Date Lost,200 PARK PL N,RENTON,WA,98057,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1948917,Image Copyright HLP Inc. 2019,,
K19-114706,A577897,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1948960,In Public Home,,Dog,,Male,Rottweiler,Black / Brown,01/04/2019 12:00:00 AM,Date Found,S 129TH ST AND 76TH AVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1948960,Image Copyright HLP Inc. 2019,,
K19-114713,A577905,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1949214,LOST,Freya,Dog,,Female,American Pit Bull Terrier,Unknown,01/05/2019 12:00:00 AM,Date Lost,13000 20TH AVE S,SEATAC,WA,98168,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1949214,Image Copyright HLP Inc. 2019,,
K19-114722,A577913,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1949384,In Public Home,,Dog,,Female,Labrador Retriever,White,01/06/2019 12:00:00 AM,Date Found,4800 139TH AVE SE,BELLEVUE,WA,98006,BELLEVUE,47.558295,-122.155875,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1949384,Image Copyright HLP Inc. 2019,,
K19-114746,A578100,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1950265,LOST,Chi Chi,Dog,,Female,Chihuahua - Long Haired,Unknown,01/08/2019 12:00:00 AM,Date Lost,3000 DIVISION ST,ENUMCLAW,WA,98022,ENUMCLAW,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1950265,Image Copyright HLP Inc. 2019,,
K19-114766,A578150,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1950637,LOST,Beau Jangles,Dog,,Male,Pit Bull,Unknown,01/02/2019 12:00:00 AM,Date Lost,160TH AND WOODLAND,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1950637,Image Copyright HLP Inc. 2019,,
K19-114765,A578149,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1950634,LOST,Cooper,Dog,,Male,Pit Bull,Unknown,01/02/2019 12:00:00 AM,Date Lost,6500 163RD STREET CT E,PUYALLUP,WA,98375,PIERCE COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1950634,Image Copyright HLP Inc. 2019,,
K19-114768,A578168,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1950756,LOST,Marie,Cat,,Female,Domestic Shorthair,Unknown,01/09/2019 12:00:00 AM,Date Lost,8600 SE 75TH PL,MERCER ISLAND,WA,98040,MERCER ISLAND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1950756,Image Copyright HLP Inc. 2019,,
K19-114803,A578217,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1951284,LOST,Thai,Dog,,Male,Golden Retriever,Unknown,01/11/2019 12:00:00 AM,Date Lost,CORNER 148 AVE NE & REDMOND WAY,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1951284,Image Copyright HLP Inc. 2019,,
K19-114811,A578220,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1951474,LOST,Duke,Dog,,Male,Australian Cattle Dog,Unknown,01/11/2019 12:00:00 AM,Date Lost,240 NW GILMAN,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1951474,Image Copyright HLP Inc. 2019,,
K19-114859,A578339,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1952272,In Public Home,,Cat,,,Domestic Mediumhair,Black / White,01/13/2019 12:00:00 AM,Date Found,124TH PLACE SE & SE 277TH PL,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1952272,Image Copyright HLP Inc. 2019,,
K19-114892,A578439,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,4 MONTHS,Unaltered,Domestic Shorthair,Brn Tabby / White,01/16/2019 12:00:00 AM,Received on,400 237TH AVE SE,SAMMAMISH,WA,98074,SAMMAMISH,47.605407,-122.023298,,Image Copyright HLP Inc. 2019,"Received on: 2019-01-16<p/> Found Near: 400 237TH AVE SE, SAMMAMISH WA 98074<p/> Description: Brn Tabby / White Unaltered Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/>",
K19-114895,A578443,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Unaltered,Not Provided,Black,01/16/2019 12:00:00 AM,Received on,11300 SE KENT KANGLEY RD,KENT,WA,98030,KENT,,,,Image Copyright HLP Inc. 2019,"Received on: 2019-01-16<p/> Found Near: 11300 SE KENT KANGLEY RD, KENT WA 98030<p/> Description: Black Unaltered Not Provided Cat<p/> Age: NO AGE<p/>",
K19-114896,A578442,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Unaltered,Not Provided,Black,01/16/2019 12:00:00 AM,Received on,11300 SE KENT KANGLEY RD,KENT,WA,98030,KENT,,,,Image Copyright HLP Inc. 2019,"Received on: 2019-01-16<p/> Found Near: 11300 SE KENT KANGLEY RD, KENT WA 98030<p/> Description: Black Unaltered Not Provided Cat<p/> Age: NO AGE<p/>",
K19-114897,A578441,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Unaltered,Not Provided,Black,01/16/2019 12:00:00 AM,Received on,11300 SE KENT KANGLEY RD,KENT,WA,98030,KENT,,,,Image Copyright HLP Inc. 2019,"Received on: 2019-01-16<p/> Found Near: 11300 SE KENT KANGLEY RD, KENT WA 98030<p/> Description: Black Unaltered Not Provided Cat<p/> Age: NO AGE<p/>",
K19-114812,A578221,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578221,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Orion,Cat,5 YEARS,Neutered Male,Domestic Shorthair,White / Org Tabby,01/12/2019 12:00:00 AM,Received on,9600 S 248TH ST,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578221,Image Copyright HLP Inc. 2019,"Received on: 2019-01-12<p/> Found Near: 9600 S 248TH ST, KENT WA 98030<p/> Description: White / Org Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K19-114889,A578435,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1952667,LOST,Sylvester,Cat,,Male,Domestic Mediumhair,Unknown,01/13/2019 12:00:00 AM,Date Lost,500 N 169TH ST,SHORELINE,WA,98133,SHORELINE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1952667,Image Copyright HLP Inc. 2019,,
K19-114907,A578523,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1952865,In Public Home,,Dog,,Female,Rottweiler,Black / Brown,01/05/2019 12:00:00 AM,Date Found,300 MICHAEL AVE,ENUMCLAW,WA,98022,ENUMCLAW,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1952865,Image Copyright HLP Inc. 2019,,
K19-114944,A578634,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Female,Domestic Shorthair,Tortie,01/18/2019 12:00:00 AM,Received on,9600 22ND AVE SW,SEATTLE,WA,98106,KING COUNTY,47.517231,-122.361763,,Image Copyright HLP Inc. 2019,"Received on: 2019-01-18<p/> Found Near: 9600 22ND AVE SW, SEATTLE WA 98106<p/> Description: Tortie Female Domestic Shorthair Cat<p/> Age: NO AGE<p/>",
K19-114956,A553693,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,2 YEARS 10 MONTHS,Spayed Female,Domestic Shorthair,Brn Tabby / White,01/18/2019 12:00:00 AM,Received on,20000 92ND AVE S,KENT,WA,98031,KENT,47.422798,-122.218062,,Image Copyright HLP Inc. 2019,"Received on: 2019-01-18<p/> Found Near: 20000 92ND AVE S, KENT WA 98031<p/> Description: Brn Tabby / White Spayed Female Domestic Shorthair Cat<p/> Age: 2 YEARS 10 MONTHS<p/>",
K19-114968,A578667,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Female,Domestic Shorthair,Black,01/19/2019 12:00:00 AM,Received on,17600 140TH AVE SE,RENTON,WA,98058,KING COUNTY,,,,Image Copyright HLP Inc. 2019,"Received on: 2019-01-19<p/> Found Near: 17600 140TH AVE SE, RENTON WA 98058<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: NO AGE<p/>",
K19-114931,A578594,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1953114,In Public Home,,Dog,,Male,German Shepherd,Brown / Black,01/17/2019 12:00:00 AM,Date Found,SW 356TH & 13TH AVE SW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1953114,Image Copyright HLP Inc. 2019,,
K18-110764,A449513,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Lily,Cat,12 YEARS 9 MONTHS,Spayed Female,Domestic Longhair,Org Tabby,07/28/2018 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,AUBURN,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A449513,Image Copyright HLP Inc. 2019,"Received on: 2018-07-28<p/> Description: Org Tabby Spayed Female Domestic Longhair Cat<p/> Age: 12 YEARS 9 MONTHS<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is lily and I am available for adoption.<p/><p/>I was brought in by my previous owner on 7/28/18 because the other house cat did not like me.<p/><p/>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p/><p/>I am an independent kitty who likes to do my own thing!<p/><p/>I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/>Because of my shy nature, I would do best in a calm, quiet home.<p/>Adoption Fee: $30.00<p/>",RED
K19-114977,A578672,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1953742,In Public Home,,Dog,,Female,Dachshund - Wire-Haired,Black / Brown,01/19/2019 12:00:00 AM,Date Found,00 4TH AVE S,ALGONA,WA,98001,ALGONA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1953742,Image Copyright HLP Inc. 2019,,
K17-102943,A538943,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Anastasia,Cat,9 YEARS 4 MONTHS,Spayed Female,Domestic Longhair,Black,09/17/2017 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A538943,Image Copyright HLP Inc. 2019,"Received on: 2017-09-17<p/> Description: Black Spayed Female Domestic Longhair Cat<p/> Age: 9 YEARS 4 MONTHS<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Anastasia and I am available for adoption.<p/><p/>I was brought in by a good samaritan on September 17, 2017.<p/><p/>I am an independent kitty who likes to do my own thing! I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/>My caregivers have noticed that I do not seem to get along with other cats, so I may do best as the only cat in my new home.<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>A veterinarian has diagnosed or tentatively diagnosed the above-described pet with the following condition(s):<p/><p/>1)   Renal disease.  Anastasia has been documented to have renal insufficiency characterized by increased renal values and the inability to concentrate urine.  She has increase thirst and increased urine production.  Renal disease is generally progressive and must be managed to maintain a good quality of life.  Your veterinarian may recommend additional testing, medications, prescription diets, or supplemental care as needed.<p/><p/>2)  Old fracture of left femoral head and left ilium.  Spondylosis in thoracolumbar area.  She has had some stiffness in the hind end.  These chronic changes can be managed with pain medication and joint supplements.  Treatment is focused on lifelong management of the disease, rather than a cure.  Treatment may include weight loss plans, daily medications, nutritional supplements or regular, moderate exercise.  Please follow up with your regular veterinarian.<p/><p/>3)  Radiographic evidence of bronchopulmonary disease/asthma.  No respiratoyr signs have been noted but she may need treatment in the future.<p/><p/>As a result of these conditions, your pet may need specialized care consisting of any or all of the below.  Please note this is not intended to be an exhaustive list.<p/><p/>- Special diet or prescription foods<p/>- Prescription or over-the-counter medicines<p/>- Special skin care or shampoos<p/>- Regular veterinarian visits, which may include blood tests or other monitoring<p/>- Possible surgery or other procedures as determined by your veterinarian<p/><p/>Adoption Fee: $30.00<p/>",
K19-114984,A578698,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1954019,LOST,Melody,Cat,,Female,Domestic Shorthair,Unknown,01/19/2019 12:00:00 AM,Date Lost,9100 159TH PL NE,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1954019,Image Copyright HLP Inc. 2019,,
K19-114983,A578697,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1954003,In Public Home,,Dog,,,Norfolk Terrier,Brown,01/20/2019 12:00:00 AM,Date Found,12823 SOUTHEAST 280TH STREET,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1954003,Image Copyright HLP Inc. 2019,,
K19-114985,A578725,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1954149,In Public Home,,Dog,,Male,Australian Shepherd,Black / White,01/20/2019 12:00:00 AM,Date Found,NORTH SEATAC PARK,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1954149,Image Copyright HLP Inc. 2019,,
K19-114986,A578727,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1954296,LOST,Thor,Dog,,Male,Alaskan Malamute,Unknown,01/21/2019 12:00:00 AM,Date Lost,7100 121ST AVE SE,NEWCASTLE,WA,98056,NEWCASTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1954296,Image Copyright HLP Inc. 2019,,
K19-114989,A578730,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1954370,LOST,Roger,Cat,,Male,Domestic Longhair,Unknown,01/20/2019 12:00:00 AM,Date Lost,1642 S 240TH S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1954370,Image Copyright HLP Inc. 2019,,
K19-114995,A578778,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1954449,LOST,Rita,Dog,,Female,Miniature Pinscher,Unknown,01/18/2019 12:00:00 AM,Date Lost,,,WA,98032,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1954449,Image Copyright HLP Inc. 2019,,
K19-114996,A578785,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1954502,In Public Home,,Dog,,,Labrador Retriever,Black,01/22/2019 12:00:00 AM,Date Found,900 QUARTZ DR SW,NORTH BEND,WA,98045,NORTH BEND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1954502,Image Copyright HLP Inc. 2019,,
K19-115012,A578821,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1954674,In Public Home,,Cat,,Male,Domestic Shorthair,Black / White,01/21/2019 12:00:00 AM,Date Found,156TH PLACE NE & NE 70TH CT,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1954674,Image Copyright HLP Inc. 2019,,
K18-114328,A576733,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Wiley,Cat,13 YEARS 9 MONTHS,Neutered Male,Domestic Shorthair,Orange / White,12/14/2018 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KING COUNTY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A576733,Image Copyright HLP Inc. 2019,"Received on: 2018-12-14<p/> Description: Orange / White Neutered Male Domestic Shorthair Cat<p/> Age: 13 YEARS 9 MONTHS<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Wiley and I am available for adoption.<p/><p/>I was brought in by my previous owner on 12/14/18 because I was going to the bathroom outside of the litterbox.  My previous owners said that I do not seem to get along with other cats or dogs, so I may do best as the only cat in my new home. I am an active and friendly cat, and I love to play with string toys.  <p/><p/>My personality color is BLUE in this environment. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>Adoption Fee: $30.00<p/>",BLUE
K14-076951,A449967,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Penny,Cat,10 YEARS 3 MONTHS,Spayed Female,Domestic Shorthair,Calico,11/02/2014 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A449967,Image Copyright HLP Inc. 2019,Received on: 2014-11-02<p/> Description: Calico Spayed Female Domestic Shorthair Cat<p/> Age: 10 YEARS 3 MONTHS<p/> Current Location: In RASKC Foster Home <p/><p/>Adoption Fee: $30.00<p/>,
K19-115013,A578822,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1954689,LOST,Little Bit,Dog,,Female,Yorkshire Terrier,Unknown,01/22/2019 12:00:00 AM,Date Lost,156TH,161ST MAPLE VALLE,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1954689,Image Copyright HLP Inc. 2019,,
K19-115027,A578852,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1954869,LOST,Blue Bear,Cat,,Female,Manx,Unknown,01/21/2019 12:00:00 AM,Date Lost,16060 INTERLAKE N.,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1954869,Image Copyright HLP Inc. 2019,,
K19-115044,A578909,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1955153,LOST,Daisy,Dog,,Female,Australian Kelpie,Unknown,01/21/2019 12:00:00 AM,Date Lost,KAYAK LAKE RD AND HIGH ROCK RD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1955153,Image Copyright HLP Inc. 2019,,
K19-115053,A578919,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1955274,LOST,Charlie,Cat,,Male,Domestic Shorthair,Unknown,01/23/2019 12:00:00 AM,Date Lost,12900 SE 246TH ST,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1955274,Image Copyright HLP Inc. 2019,,
K19-115059,A578924,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1955325,In Public Home,,Dog,,Female,Labrador Retriever,Black,01/24/2019 12:00:00 AM,Date Found,19600 42ND AVE NE,LAKE FOREST PARK,WA,98155,LAKE FOREST PAR,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1955325,Image Copyright HLP Inc. 2019,,
K19-115060,A578925,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1955368,LOST,Andre,Cat,,Male,Maine Coon,Unknown,01/19/2019 12:00:00 AM,Date Lost,42100 SE 171ST ST,NORTH BEND,WA,98045,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1955368,Image Copyright HLP Inc. 2019,,
K19-115073,A578964,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1955450,LOST,George,Dog,,Male,American Pit Bull Terrier,Unknown,01/25/2019 12:00:00 AM,Date Lost,42ND AVE S AND STAR LAKE ROAD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1955450,Image Copyright HLP Inc. 2019,,
K19-115082,A578985,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Unaltered,Domestic Shorthair,Buff,01/25/2019 12:00:00 AM,Received on,2400 S 260TH ST,KENT,WA,98032,KENT,,,,Image Copyright HLP Inc. 2019,"Received on: 2019-01-25<p/> Found Near: 2400 S 260TH ST, KENT WA 98032<p/> Description: Buff Unaltered Domestic Shorthair Cat<p/> Age: NO AGE<p/>",
K18-109705,A561461,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Baby Girl,Cat,14 YEARS 7 MONTHS,Spayed Female,Domestic Shorthair,Seal Pt,06/26/2018 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,COVINGTON,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A561461,Image Copyright HLP Inc. 2019,"Received on: 2018-06-26<p/> Description: Seal Pt Spayed Female Domestic Shorthair Cat<p/> Age: 14 YEARS 7 MONTHS<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Baby Girl and I am available for adoption.<p/><p/>I was brought in by my previous owner on 6/26/18 because they couldnt take care of me anymore. My previous owner described me as friendly, active, playful and vocal.<p/><p/>I do love to talk! I would love to tell you all about how my day is going!<p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/><p/>Adoption Fee: $30.00<p/>",GREEN
K19-115058,A578923,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1955322,LOST,Charlie,Cat,,Male,Domestic Shorthair,Unknown,01/23/2019 12:00:00 AM,Date Lost,12900 SE 246TH ST,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1955322,Image Copyright HLP Inc. 2019,,
