camis,dba,boro,building,street,zipcode,phone,cuisine_description,inspection_date,action,violation_code,violation_description,critical_flag,score,grade,grade_date,record_date,inspection_type
50052709,EL MAGUEY,QUEENS,8328,NORTHERN BLVD,11372,9295220562,Mexican,2018-02-21T00:00:00+00:00,Violations were cited in the following area(s).,02C,Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 1 65Âº F or above within 2 hours.,Critical,12,A,2018-02-21T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50055210,"RESTAURANT ASSOCIATES, INC",MANHATTAN,1133,AVE OF AMERICAS,10036,2123362649,American,2018-01-12T00:00:00+00:00,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,11,A,2018-01-12T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50058475,YI MIN RESTAURANT,BROOKLYN,3821,FORT HAMILTON PKWY,11218,7186336723,Chinese,2017-01-30T00:00:00+00:00,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,2017-01-30T00:00:00+00:00,2018-10-09T06:00:44+00:00,Pre-permit (Operational) / Re-inspection
50004836,MITOUSHI SUSHI ASIAN FUSION,BROOKLYN,2478,CONEY ISLAND AVE,11223,7183360003,Asian,2018-07-20T00:00:00+00:00,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,A,2018-07-20T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
50041317,HELLO BROOKLYN,BROOKLYN,234,UNION AVE,11211,3479873008,American,2018-03-15T00:00:00+00:00,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,,2018-10-09T06:00:44+00:00,Trans Fat / Re-inspection
41708313,LA NORTENA,BROOKLYN,668,MANHATTAN AVENUE,11222,7183492626,Mexican,2016-02-03T00:00:00+00:00,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,22,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41471991,EL PILON RESTAURANT,BROOKLYN,354,CORNELIA STREET,11237,7186284241,Spanish,2017-10-02T00:00:00+00:00,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,2017-10-02T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
50053178,HAPPY HOUSE SEAFOOD RESTAURANT,BROOKLYN,5014-16,8TH AVE,11220,7188718893,Chinese,2016-12-21T00:00:00+00:00,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,16,B,2016-12-21T00:00:00+00:00,2018-10-09T06:00:44+00:00,Pre-permit (Operational) / Re-inspection
50060525,BAKHTAR KEBAB,QUEENS,6816,FRESH MEADOW LN,11365,7187625572,Afghan,2017-05-16T00:00:00+00:00,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,2017-05-16T00:00:00+00:00,2018-10-09T06:00:44+00:00,Pre-permit (Operational) / Re-inspection
50014554,CREOLE PLATE,QUEENS,23306,MERRICK BLVD,11422,7183418566,Creole,2017-09-11T00:00:00+00:00,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,2017-09-11T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41258883,O'NEALS,QUEENS,0,JFK INTERNATIONAL AIRPORT,11430,7186566210,American,2016-02-11T00:00:00+00:00,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,13,A,2016-02-11T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50017538,ELI'S ESSENTIALS,MANHATTAN,1390,3RD AVE,10075,2128797160,American,2016-08-24T00:00:00+00:00,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,55,C,2016-08-24T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
50002453,VIN SUR VINGT,MANHATTAN,1140,BROADWAY,10001,2129244442,French,2018-07-16T00:00:00+00:00,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,2018-07-16T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41457197,AJISAI JAPANESE RESTAURANT,MANHATTAN,615,9 AVENUE,10036,2127572688,Japanese,2016-05-16T00:00:00+00:00,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,7,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50013653,MAGIC SOUL FOOD,BROOKLYN,320,MALCOLM X BLVD,11233,3472953247,Soul Food,2016-07-21T00:00:00+00:00,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,6,A,2016-07-21T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
50036651,VATAN,MANHATTAN,409,3RD AVE,10016,2126895666,Indian,2015-08-26T00:00:00+00:00,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,28,,,2018-10-09T06:00:44+00:00,Pre-permit (Operational) / Initial Inspection
50067708,MY PIE,MANHATTAN,690,LEXINGTON AVE,10022,9173710000,Pizza,2018-06-05T00:00:00+00:00,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,26,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41635504,EL CAPRI RESTAURANT,MANHATTAN,1342,ST NICHOLAS AVENUE,10033,2127403110,Spanish,2016-01-20T00:00:00+00:00,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,2016-01-20T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50057399,NEW TERRITORIES,MANHATTAN,190,ORCHARD ST,10002,7182889141,"Ice Cream, Gelato, Yogurt, Ices",2018-09-19T00:00:00+00:00,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,27,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50052223,DA NONNA ROSA,BROOKLYN,140,7TH AVE,11215,7187886225,Greek,2018-09-20T00:00:00+00:00,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,27,Z,2018-09-20T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
41652187,GOLDEN CORNER NOODLES,QUEENS,4215,COLLEGE POINT BOULEVARD,11355,7188860123,Chinese,2015-09-23T00:00:00+00:00,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20,B,2015-09-23T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
40597074,CAFFE' ROMEO,BROOKLYN,7111,20 AVENUE,11204,7182323131,CafÃ©/Coffee/Tea,2015-09-16T00:00:00+00:00,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,2015-09-16T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
41630686,LEANLY CHINESE FOOD,BROOKLYN,1627,MERMAID AVENUE,11224,7182661606,Chinese,2018-08-27T00:00:00+00:00,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,97,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41196869,LAYLA JONES,BROOKLYN,214,COURT STREET,11201,7186242361,Pizza,2017-06-19T00:00:00+00:00,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,20,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41647129,STEPHANIE'S MEXICAN BAKERY,QUEENS,3756,108TH ST,11368,7184240371,Mexican,2017-07-25T00:00:00+00:00,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,23,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50048243,DUNKIN DONUTS BASKIN ROBBINS,BROOKLYN,1285,BROADWAY,11221,3474350280,Donuts,2017-08-11T00:00:00+00:00,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,22,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50073482,ORIGNAL KOSHER PIZZA,BROOKLYN,2911,AVENUE U,11229,7186468686,Jewish/Kosher,2018-06-25T00:00:00+00:00,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,27,B,2018-06-25T00:00:00+00:00,2018-10-09T06:00:44+00:00,Pre-permit (Operational) / Re-inspection
50060322,ELSA,BROOKLYN,136,ATLANTIC AVE,11201,9176406842,American,2017-10-26T00:00:00+00:00,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,2017-10-26T00:00:00+00:00,2018-10-09T06:00:44+00:00,Pre-permit (Operational) / Initial Inspection
40829150,SOCIETY OF ILLUSTRATORS,MANHATTAN,128,EAST   63 STREET,10065,2128382560,American,2017-04-06T00:00:00+00:00,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,20,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50033902,GREEK EATS,MANHATTAN,1229,1ST AVE,10065,2128614976,Greek,2017-12-12T00:00:00+00:00,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,14,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
40608102,KEBAB HOUSE,QUEENS,25505,NORTHERN BOULEVARD,11362,7182255318,Turkish,2017-03-08T00:00:00+00:00,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,2017-03-08T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
41352978,WONG WONG NOODLE SHOP,BROOKLYN,5410,8 AVENUE,11220,7186335633,Chinese,2017-03-13T00:00:00+00:00,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,22,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41465002,THE MEATBALL SHOP,MANHATTAN,84,STANTON STREET,10002,2129828895,Italian,2017-09-12T00:00:00+00:00,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,21,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41263878,DUNKIN' DONUTS,BROOKLYN,711,BRIGHTON BEACH AVENUE,11235,7183684231,Donuts,2017-02-15T00:00:00+00:00,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,5,A,2017-02-15T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50038545,HOMEMADE TAQUERIA,QUEENS,4010,JUNCTION BLVD,11368,7184403307,Mexican,2017-06-12T00:00:00+00:00,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,17,B,2017-06-12T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
41616896,SHOPSINS GENERAL STORE (STORE #16),MANHATTAN,120,ESSEX STREET,10002,9173690919,American,2016-12-07T00:00:00+00:00,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,15,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41277596,BURGER KING,QUEENS,9118,ASTORIA BOULEVARD,11369,7186720855,Hamburgers,2018-07-10T00:00:00+00:00,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,10,A,2018-07-10T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
41110219,MBJ FOOD SERVICE,QUEENS,2910,THOMPSON AVENUE,11101,7184825952,American,2017-11-21T00:00:00+00:00,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,23,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
40890510,CHINA NEW STAR,BROOKLYN,2212,FLATBUSH AVENUE,11234,7182536078,Chinese,2018-09-14T00:00:00+00:00,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,2018-09-14T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
41705979,NEPALESE INDIAN RESTAURANT,QUEENS,907,SENECA AVENUE,11385,7184171873,Indian,2016-04-08T00:00:00+00:00,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,16,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41250710,HIGHLINE BALLROOM,MANHATTAN,431,WEST   16 STREET,10011,2124145994,American,2018-09-25T00:00:00+00:00,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26,Z,2018-09-25T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
50076470,TARTINERY,MANHATTAN,90,PARK AVE,10016,2123005838,American,2018-06-14T00:00:00+00:00,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,20,,,2018-10-09T06:00:44+00:00,Pre-permit (Operational) / Initial Inspection
50007363,BABA COOL,BROOKLYN,64,LAFAYETTE AVE,11217,3476892344,American,2017-04-03T00:00:00+00:00,Establishment re-closed by DOHMH,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Reopening Inspection
50001671,HILL AND BAY,MANHATTAN,581,2ND AVENUE,10016,2122455554,American,2018-03-22T00:00:00+00:00,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,26,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41538914,APPLEBEE'S,BRONX,610,EXTERIOR STREET,10451,3472265700,American,2017-07-14T00:00:00+00:00,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,10,A,2017-07-14T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
40548426,SPOLINI'S,QUEENS,11625,METROPOLITAN AVENUE,11418,7188055852,Italian,2018-04-28T00:00:00+00:00,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,6,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50076693,KENNEDY FRIED CHICKEN,BROOKLYN,411,UTICA AVE,11213,3476478177,American,2018-05-10T00:00:00+00:00,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,55,,,2018-10-09T06:00:44+00:00,Pre-permit (Operational) / Initial Inspection
41554812,MI PEQUENA CHOLULA DELI RESTAURANTE,BROOKLYN,1481,MYRTLE AVENUE,11237,7184974982,Mexican,2018-03-06T00:00:00+00:00,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,5,A,2018-03-06T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
41672792,DUNKIN' DONUTS,STATEN ISLAND,3291,AMBOY ROAD,10306,3478617738,American,2018-10-04T00:00:00+00:00,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,32,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50007366,THE ROOST,MANHATTAN,222,AVENUE B,10009,6469186700,CafÃ©/Coffee/Tea,2015-05-19T00:00:00+00:00,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,23,B,2015-05-19T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
41002004,MAMA'S BACKYARD CAFE,QUEENS,4610,104 STREET,11368,7185659104,Bakery,2018-01-10T00:00:00+00:00,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,2018-01-10T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50019079,TASTY CARIBBEAN,BROOKLYN,856,UTICA AVE,11203,7182828652,Caribbean,2018-05-08T00:00:00+00:00,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,22,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41560644,GOODFELLA'S PIZZERIA,STATEN ISLAND,1718,HYLAN BOULEVARD,10305,7189872422,Italian,2016-11-10T00:00:00+00:00,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,29,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50041999,WOK CITY,MANHATTAN,153-155,AMSTERDAM AVE,10023,2124969714,Chinese,2015-10-21T00:00:00+00:00,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,15,,,2018-10-09T06:00:44+00:00,Pre-permit (Operational) / Initial Inspection
50015469,SAIGON BAR AND GRILL,BROOKLYN,4521,AVENUE N,11234,7183388886,Vietnamese/Cambodian/Malaysia,2017-06-03T00:00:00+00:00,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,2017-06-03T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50007162,TINA  RESTAURANT,BRONX,2350,WASHINGTON AVE,10458,3475907591,American,2018-02-21T00:00:00+00:00,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,45,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41161346,LE BASKET,MANHATTAN,683,BROADWAY,10012,2124209772,American,2015-04-27T00:00:00+00:00,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,30,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41149575,BRASSERIE RUHLMANN,MANHATTAN,45,ROCKEFELLER PLAZA,10111,2129742020,French,2018-09-10T00:00:00+00:00,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,17,B,2018-09-10T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
41658460,CHEVYS FRESH MEX,MANHATTAN,243,WEST   42 STREET,10036,2123024010,Mexican,2016-03-01T00:00:00+00:00,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,15,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41428009,LOS FLORENCIOS,BROOKLYN,1479,MYRTLE AVENUE,11237,7183660399,Bakery,2016-04-09T00:00:00+00:00,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,30,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41628481,KFC,BROOKLYN,495,NOSTRAND AVENUE,11216,7186224108,Chicken,2017-09-11T00:00:00+00:00,Violations were cited in the following area(s).,16E,"Caloric content range (minimum to maximum) not posted on menus and or menu boards for each flavor, variety and size of each menu item that is offered for sale in different flavors, varieties and sizes.",Not Critical,,,,2018-10-09T06:00:44+00:00,Calorie Posting / Initial Inspection
41321677,THAI GRILL & SUSHI BAR,MANHATTAN,137,EAST   45 STREET,10017,2125818808,Thai,2018-06-04T00:00:00+00:00,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,40,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41475476,BEL AMI,MANHATTAN,30,EAST   68 STREET,10065,2127371313,French,2015-11-19T00:00:00+00:00,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,24,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50043455,SUBWAY,MANHATTAN,1873,2ND AVE,10029,9173451448,Sandwiches/Salads/Mixed Buffet,2016-07-26T00:00:00+00:00,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,33,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41423445,DAE BAK RESTAURANT,QUEENS,14606,34 AVENUE,11354,7183580002,Korean,2016-10-04T00:00:00+00:00,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,17,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50032722,LINCOLN FRIED CHICKEN,BRONX,1487,WESTCHESTER AVE,10472,7188609813,Chicken,2016-02-24T00:00:00+00:00,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,9,A,2016-02-24T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50048043,KING FRIED CHICKEN,BRONX,266,WILLIS AVE,10454,6466436604,Chicken,2016-12-19T00:00:00+00:00,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,23,B,2016-12-19T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
41147318,FEENEY'S PUB,BROOKLYN,6201,5 AVENUE,11220,9177547597,American,2018-06-20T00:00:00+00:00,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,25,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
41708952,BEIJING STYLE BARBEQUE,QUEENS,4183,BOWNE STREET,11355,9176210210,Chinese,2018-05-10T00:00:00+00:00,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,28,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50059874,GINZA SUSHI,BROOKLYN,2809,OCEAN AVE,11229,7187696028,Japanese,2017-04-05T00:00:00+00:00,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,22,B,2017-04-05T00:00:00+00:00,2018-10-09T06:00:44+00:00,Pre-permit (Operational) / Re-inspection
50006419,AKO JAPANESE RESTAURANT,BROOKLYN,205,BEDFORD AVE,11211,7183022035,Japanese,2017-12-14T00:00:00+00:00,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,2017-12-14T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
41031150,FIRST OASIS,BROOKLYN,9218,4 AVENUE,11209,7182384505,Mediterranean,2016-04-19T00:00:00+00:00,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,26,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50043349,NEW NEIGHBOR CHINESE RESTAURANT,BROOKLYN,1404,CORTELYOU RD,11226,7188260808,Chinese,2018-09-20T00:00:00+00:00,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,24,,,2018-10-09T06:00:44+00:00,Cycle Inspection / Initial Inspection
50012109,RAVAGH PERSIAN GRILL,MANHATTAN,1135,1ST AVE,10065,2128617900,Middle Eastern,2018-03-22T00:00:00+00:00,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,12,A,2018-03-22T00:00:00+00:00,2018-10-09T06:00:44+00:00,Cycle Inspection / Re-inspection
