Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
"IOWA, NORTHERN",2017-5,READE,,NARCOTICS,"WC,TX",D,10/20/2016,30,2,90,INSTALLED AND USED,86,75,266,"6,498","3,993","69,213",0,0,0,0,0,0,0,,
"IOWA, NORTHERN",2017-6,READE,,NARCOTICS,WC,D,12/12/2016,30,1,60,INSTALLED AND USED,60,128,44,"7,687","1,196",0,0,0,0,0,0,0,0,RELATED TO NO. 2016-20,RELATED TO NO. 2016-20
"IOWA, NORTHERN",2017-7,READE,,NARCOTICS,"WC,TX",D,01/25/2017,30,0,30,INSTALLED AND USED,27,22,41,602,576,"23,591",775,0,0,0,0,0,0,,
"IOWA, NORTHERN",2017-8,READE,,NARCOTICS,"WC,TX",D,02/07/2017,30,0,30,INSTALLED AND USED,30,121,146,"3,641",630,"26,744",625,0,0,0,0,0,0,,
"IOWA, NORTHERN",2017-9,READE,,NARCOTICS,"WC,TX",D,11/23/2016,30,2,90,INSTALLED AND USED,90,84,274,"7,620","3,519","73,042",0,0,0,0,0,0,0,,
"IOWA, NORTHERN",2017-10,STRAND,,NARCOTICS,"WC,TX",D,03/13/2017,30,0,30,INSTALLED AND USED,30,65,43,"1,976",612,"25,988",625,0,0,0,0,0,0,,
"IOWA, NORTHERN",2017-11,READE,,NARCOTICS,WC,D,04/28/2017,30,0,30,INSTALLED AND USED,30,3,11,111,0,"265,750","4,657",0,0,0,0,0,0,,
"IOWA, NORTHERN",2017-12,READE,,NARCOTICS,WC,D,06/01/2017,30,0,30,INSTALLED AND USED,14,6,14,94,0,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-11,RELATED TO NO. 2017-11
"IOWA, NORTHERN",2017-13,"READE, DELET",,NARCOTICS,WC,D,11/03/2017,30,0,30,INSTALLED AND USED,30,15,13,466,116,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-11,RELATED TO NO. 2017-11
"IOWA, NORTHERN",2017-14,READE,,NARCOTICS,WC,D,07/19/2017,30,3,120,INSTALLED AND USED,119,138,27,"16,492",0,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-11,RELATED TO NO. 2017-11
"IOWA, NORTHERN",2017-16,READE,,CONSPIRACY,"WC,TX",D,01/11/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"IOWA, NORTHERN",2017-17,READE,,CONSPIRACY,"WC,TX",D,12/12/2016,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"IOWA, NORTHERN",2017-18,READE,DOWNING,CONSPIRACY,"WC,TX",D,01/18/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"IOWA, NORTHERN",2017-19,READE,HULSER,CONSPIRACY,"WC,TX",D,10/24/2016,30,2,90,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"IOWA, NORTHERN",2017-20,READE,,CONSPIRACY,"WC,TX",D,02/14/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"IOWA, NORTHERN",2017-21,READE,,CONSPIRACY,"WC,TX",D,01/26/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"IOWA, NORTHERN",2017-22,READE,,CONSPIRACY,"WC,TX",D,06/01/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"IOWA, NORTHERN",2017-23,READE,SWARTZ,CONSPIRACY,"WC,TX",D,11/03/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"IOWA, NORTHERN",2017-24,READE,HULSER,CONSPIRACY,"WC,TX",D,04/28/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"IOWA, NORTHERN",2017-25,READE,,CONSPIRACY,"WC,TX",D,08/31/2017,30,2,90,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"IOWA, NORTHERN",2017-26,STRAND,,CONSPIRACY,"WC,TX",D,03/14/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"IOWA, NORTHERN",2017-27,READE,,CONSPIRACY,"WC,TX",D,07/19/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"IOWA, SOUTHERN",2017-1,JARVEY,,CONSPIRACY,WC,R,09/16/2016,30,2,90,INSTALLED AND USED,90,171,32,"15,420","4,410","96,764","1,000",24,1,1,0,0,0,,
KANSAS,2016-52,LUNGSTRUM,,NARCOTICS,"WC,TX",D,09/14/2016,30,0,30,INSTALLED AND USED,28,24,21,681,134,"17,188",0,1,0,0,0,0,0,,
KANSAS,2016-53,MURGUIA,,NARCOTICS,"WC,TX",D,09/21/2016,30,0,30,INSTALLED AND USED,30,6,6,205,200,"20,825","2,000",0,0,0,0,0,0,,
KANSAS,2016-54,MARTEN,,NARCOTICS,"WC,TX",D,10/26/2016,30,0,30,INSTALLED AND USED,30,23,22,697,479,"21,795","1,700",5,0,0,0,0,0,,
KANSAS,2016-55,CRABTREE,,NARCOTICS,"WC,TX",D,12/02/2016,30,0,30,INSTALLED AND USED,18,21,29,383,214,"13,334",625,0,0,0,0,0,0,,RELATED TO NO. 2017-14
KANSAS,2016-56,MURGUIA,,NARCOTICS,"WC,TX",D,12/01/2016,30,0,30,INSTALLED AND USED,22,14,30,326,202,"21,203","2,325",0,0,0,0,0,0,,RELATED TO NO. 2016-24
KANSAS,2017-6,MARTEN,,NARCOTICS,"WC,TX",D,12/12/2016,30,0,30,INSTALLED AND USED,30,32,53,968,817,"25,256","2,325",0,0,0,0,0,0,,RELATED TO NO. 2016-54
KANSAS,2017-7,CRABTREE,,NARCOTICS,"WC,TX",D,01/17/2017,30,0,30,INSTALLED AND USED,7,14,13,98,29,"7,572","1,875",0,0,0,0,0,0,,RELATED TO NO. 2017-14
KANSAS,2017-8,CRABTREE,,NARCOTICS,"WC,TX",D,02/08/2017,30,0,30,INSTALLED AND USED,9,13,14,121,85,"8,312",625,0,0,0,0,0,0,,RELATED TO NO. 2017-14
KANSAS,2017-9,MURGUIA,,NARCOTICS,"WC,TX",D,01/25/2017,30,0,30,INSTALLED AND USED,30,29,23,897,877,"30,314","3,400",0,0,0,0,0,0,,RELATED TO NO. 2016-24
KANSAS,2017-10,MARTEN,,NARCOTICS,"WC,TX",D,02/03/2017,30,0,30,INSTALLED AND USED,30,20,40,601,535,"26,689",943,9,0,0,0,0,0,,
KANSAS,2017-11,MURGUIA,,NARCOTICS,"WC,TX",D,03/31/2017,30,0,30,INSTALLED AND USED,12,10,11,121,120,"9,151","1,700",0,0,0,0,0,0,,RELATED TO NO. 2016-24
KANSAS,2017-12,MARTEN,,NARCOTICS,"WC,TX",D,03/13/2017,30,0,30,INSTALLED AND USED,30,20,15,623,452,"19,918","1,600",9,0,0,0,0,0,,
KANSAS,2017-13,CRABTREE,,NARCOTICS,"WC,TX",D,04/05/2017,30,0,30,INSTALLED AND USED,30,20,18,611,366,"24,649",625,0,0,0,0,0,0,,RELATED TO NO. 2017-14
KANSAS,2017-14,CRABTREE,,NARCOTICS,WC,"D,R",05/05/2017,30,0,30,INSTALLED AND USED,30,16,45,499,283,"30,720","4,825",0,0,0,0,0,0,,RELATED TO NO. 2017-14
KANSAS,2017-15,LUNGSTRUM,,CONSPIRACY,"OM,EO",H,10/25/2017,30,0,30,INSTALLED AND USED,30,2,16,71,0,"17,831",0,0,0,0,0,0,0,,
KANSAS,2017-16,MARTEN,BLANCO,POSSESSION,"WC,TX",D,12/15/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
KANSAS,2017-17,CRABTREE,BLANCO,CONSPIRACY,WC,D,05/09/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
KANSAS,2017-18,LUNGSTRUM,,NARCOTICS,WC,D,04/25/2017,30,0,30,NEVER INSTALLED,,,0,0,0,,,0,0,0,0,0,0,,
KANSAS,2017-19,MURGUIA,,CONSPIRACY,WC,D,01/26/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
KANSAS,2017-20,MURGUIA,,CONSPIRACY,"WC,TX",D,12/02/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
KANSAS,2017-21,MURGUIA,,CONSPIRACY,"WC,TX",D,12/02/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
KANSAS,2017-22,DANIEL,BLANCO,CONSPIRACY,WC,D,01/18/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
KANSAS,2017-23,CRABTREE,BLANCO,CONSPIRACY,"WC,TX",D,12/05/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
KANSAS,2017-24,LUNGSTRUM,HULSER,CONSPIRACY,OM,H,10/25/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
KANSAS,2017-25,CARLOS,,CONSPIRACY,WC,D,03/01/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
KANSAS,2017-26,CRABTREE,,CONSPIRACY,WC,D,01/27/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
KANSAS,2017-27,CARLOS,,CONSPIRACY,WC,D,03/31/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
KANSAS,2017-28,CRABTREE,,CONSPIRACY,WC,D,02/09/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
KANSAS,2017-29,LUNGSTRUM,BLANCO,DRUGS - ILLEGAL,WC,D,04/26/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
KANSAS,2017-30,LUNGSTRUM,,DRUGS - ILLEGAL,"WC,TX",D,03/24/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
KANSAS,2017-31,CRABTREE,BLANCO,CONSPIRACY,WC,D,04/06/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
KANSAS,2017-32,CRABTREE,,CONSPIRACY,WC,D,03/22/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
KANSAS,2017-33,CRABTREE,,CONSPIRACY,WC,D,06/29/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
KANSAS,2017-34,CRABTREE,,CONSPIRACY,WC,D,08/01/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
KANSAS,2017-35,LUNGSTRUM,SWARTZ,DRUGS - ILLEGAL,"WC,TX",D,04/07/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"KENTUCKY, EASTERN",2016-25,THAPAR,,NARCOTICS,"WC,TX",D,08/02/2016,30,0,30,INSTALLED AND USED,30,125,25,"3,756",152,"14,402",775,0,0,0,0,0,0,,
"KENTUCKY, EASTERN",2016-26,THAPAR,,NARCOTICS,"WC,TX",D,10/14/2016,30,0,30,INSTALLED AND USED,30,12,16,389,65,"14,402",775,0,0,0,0,0,0,,
"KENTUCKY, EASTERN",2017-3,HOOD,,NARCOTICS,WC,D,02/02/2017,30,0,30,INSTALLED AND USED,30,0,2,5,5,"28,151","2,000",0,0,0,0,0,0,,
"KENTUCKY, EASTERN",2017-4,THAPAR,,NARCOTICS,"WC,WS,TX","D,O",02/13/2017,30,0,30,INSTALLED AND USED,27,133,212,"3,612",193,"28,253","3,725",5,0,0,0,0,0,,
"KENTUCKY, EASTERN",2017-5,HOOD,,NARCOTICS,"WC,TX",D,02/10/2017,30,1,60,INSTALLED AND USED,60,2,9,134,63,"51,783","1,250",0,0,0,0,0,0,,RELATED TO NO. 2017-6
"KENTUCKY, EASTERN",2017-6,HOOD,,NARCOTICS,"WC,TX",D,01/10/2017,30,2,90,INSTALLED AND USED,90,20,9,"1,823",332,"87,156","6,000",4,0,0,0,0,0,,
"KENTUCKY, EASTERN",2017-7,CALDWELL,,NARCOTICS,"WC,TX",D,04/28/2017,30,1,60,INSTALLED AND USED,60,0,0,0,0,"76,070","1,550",10,0,0,0,0,0,,
"KENTUCKY, EASTERN",2017-8,VAN TATENHOVE,,NARCOTICS,WC,D,06/19/2017,30,0,30,INSTALLED AND USED,30,1,4,58,30,0,0,0,0,0,0,0,0,RELATED TO NO. 2017-9,RELATED TO NO. 2017-9
"KENTUCKY, EASTERN",2017-9,VAN TATENHOVE,,NARCOTICS,WC,D,05/26/2017,30,1,60,INSTALLED AND USED,56,104,43,"5,835","1,541","89,588","2,442",8,0,0,0,0,0,,
"KENTUCKY, EASTERN",2017-10,HOOD,BLANCO,$LAUNDERING,WC,D,02/02/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"KENTUCKY, EASTERN",2017-11,HOOD,BLANCO,$LAUNDERING,WC,D,03/10/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"KENTUCKY, EASTERN",2017-12,HOOD,BLANCO,$LAUNDERING,WC,D,02/10/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"KENTUCKY, EASTERN",2017-13,HOOD,BLANCO,$LAUNDERING,WC,D,01/10/2017,30,2,90,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"KENTUCKY, WESTERN",2016-49,HALE,,NARCOTICS,WC,-99,12/09/2015,30,0,30,INSTALLED AND USED,30,18,41,560,222,"31,574",130,0,0,0,0,0,0,,
"KENTUCKY, WESTERN",2016-50,HALE,,NARCOTICS,WC,D,04/21/2016,30,0,30,INSTALLED AND USED,30,10,26,300,0,0,0,0,0,0,0,0,0,RELATED TO NO. 2016-49,RELATED TO NO. 2016-49
"KENTUCKY, WESTERN",2016-51,HALE,,NARCOTICS,WC,D,04/08/2016,30,1,60,INSTALLED AND USED,60,0,0,0,0,"81,279","3,000",0,0,0,0,0,0,,
"KENTUCKY, WESTERN",2016-52,"SIMPSON, III",,NARCOTICS,WC,D,06/29/2016,30,0,30,INSTALLED AND USED,14,1,6,23,23,"29,293","3,200",7,0,0,0,0,0,,
"KENTUCKY, WESTERN",2016-53,HALE,,NARCOTICS,"WC,TX",D,06/13/2016,30,0,30,INSTALLED AND USED,30,0,0,0,0,"27,133","1,600",0,0,0,0,0,0,,RELATED TO NO. 2016-54
"KENTUCKY, WESTERN",2016-54,HALE,,NARCOTICS,WC,D,05/02/2016,30,2,90,INSTALLED AND USED,72,0,0,0,0,"82,455","4,975",1,0,0,0,0,0,,
"KENTUCKY, WESTERN",2016-55,"SIMPSON, III",,CIVIL RIGHTS,EO,O,08/19/2016,30,0,30,INSTALLED AND USED,30,0,0,0,0,"3,807",250,0,0,0,0,0,0,,
"KENTUCKY, WESTERN",2016-56,"SIMPSON, III",,NARCOTICS,WC,D,10/31/2016,30,0,30,INSTALLED AND USED,30,0,1,22,0,"150,559","5,415",0,0,0,0,0,0,,
"KENTUCKY, WESTERN",2016-57,"SIMPSON, III",,NARCOTICS,WC,D,08/19/2016,30,3,120,INSTALLED AND USED,120,60,70,"7,279","1,361","172,229","4,425",5,0,0,0,0,0,,
"KENTUCKY, WESTERN",2016-69,HALE,,NARCOTICS,"WC,TX",D,03/01/2016,30,0,30,NEVER INSTALLED,,,0,0,0,,,0,0,0,0,0,0,,
"KENTUCKY, WESTERN",2017-10,HALE,,NARCOTICS,"WC,TX",D,01/27/2017,30,0,30,INSTALLED AND USED,30,10,6,327,115,,,0,0,0,0,0,0,RELATED TO NO. 2017-11,RELATED TO NO. 2017-11
"KENTUCKY, WESTERN",2017-11,HALE,,NARCOTICS,WC,D,12/27/2016,30,1,60,INSTALLED AND USED,59,10,6,600,275,"54,161","4,200",1,0,0,0,0,0,,
"KENTUCKY, WESTERN",2017-12,HALE,,NARCOTICS,WC,D,02/09/2017,30,0,30,INSTALLED AND USED,30,30,7,900,206,"15,600","1,600",0,0,0,0,0,0,,
"KENTUCKY, WESTERN",2017-13,HALE,,NARCOTICS,WC,D,12/27/2016,30,1,60,INSTALLED AND USED,48,3,3,183,0,0,0,0,0,0,0,0,0,RELATED TO NO. 2016-56,RELATED TO NO. 2016-56
"KENTUCKY, WESTERN",2017-14,HALE,,NARCOTICS,WC,D,03/27/2017,30,0,30,INSTALLED AND USED,30,0,0,0,0,0,0,0,0,0,0,0,0,RELATED TO NO. 2016-56,RELATED TO NO. 2016-56
"KENTUCKY, WESTERN",2017-15,HALE,,NARCOTICS,"WC,TX",D,03/07/2017,30,1,60,INSTALLED AND USED,53,72,12,"3,845","1,987","68,249","7,200",0,0,0,0,0,0,,RELATED TO NO. 2017-11
"KENTUCKY, WESTERN",2017-16,HALE,,NARCOTICS,WC,D,04/14/2017,30,0,30,INSTALLED AND USED,23,13,5,312,256,,,0,0,0,0,0,0,RELATED TO NO. 2017-15,
"KENTUCKY, WESTERN",2017-17,HALE,BLANCO,NARCOTICS,"WC,TX",D,12/28/2016,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"KENTUCKY, WESTERN",2017-18,HALE,,NARCOTICS,"WC,TX",D,12/27/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"KENTUCKY, WESTERN",2017-19,HALE,,NARCOTICS,"WC,TX",D,03/02/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"KENTUCKY, WESTERN",2017-20,HALE,BLANCO,NARCOTICS,"WC,TX",D,01/06/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"KENTUCKY, WESTERN",2017-22,"SIMPSON, III",,NARCOTICS,"WC,TX",D,12/09/2016,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"KENTUCKY, WESTERN",2017-23,HALE,BLANCO,DRUGS - ILLEGAL,WC,D,03/27/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"KENTUCKY, WESTERN",2017-24,HALE,,DRUGS - ILLEGAL,WC,D,10/20/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"KENTUCKY, WESTERN",2017-25,"SIMPSON, III",,DRUGS - ILLEGAL,"WC,TX",D,03/10/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"KENTUCKY, WESTERN",2017-26,HALE,SWARTZ,DRUGS - ILLEGAL,WC,D,10/02/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"KENTUCKY, WESTERN",2017-27,"SIMPSON, III",DOWNING,DRUGS - ILLEGAL,"WC,TX",D,09/18/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"KENTUCKY, WESTERN",2017-28,HALE,BLANCO,DRUGS - ILLEGAL,"WC,TX",D,04/17/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"KENTUCKY, WESTERN",2017-29,"SIMPSON, II",,NARCOTICS,"WC,TX",D,02/03/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2013-39,LEMMON,,NARCOTICS,WC,D,01/02/2013,30,1,60,INSTALLED AND USED,58,121,68,"7,052","7,052","78,770","6,734",6,0,0,0,0,6,,
"LOUISIANA, EASTERN",2015-70,AFRICK,,NARCOTICS,WC,D,04/27/2015,30,1,60,INSTALLED AND USED,58,0,0,0,0,"73,286","1,250",16,0,0,0,0,0,,
"LOUISIANA, EASTERN",2015-71,AFRICK,,NARCOTICS,TX,D,05/29/2015,30,0,30,INSTALLED AND USED,29,0,0,0,0,,,0,0,0,0,0,0,RELATED TO NO. 2015-70,RELATED TO NO. 2015-70
"LOUISIANA, EASTERN",2016-55,BARBIER,,NARCOTICS,"WC,TX",D,04/25/2016,30,0,30,INSTALLED AND USED,27,0,0,0,0,"26,074",625,6,0,0,0,0,0,,
"LOUISIANA, EASTERN",2016-56,FELDMAN,,NARCOTICS,WC,D,05/05/2016,30,0,30,INSTALLED AND USED,29,104,3,"3,041",1,"65,375","1,500",1,0,0,0,0,0,,
"LOUISIANA, EASTERN",2016-57,AFRICK,,NARCOTICS,"WC,TX",D,06/09/2016,30,0,30,INSTALLED AND USED,30,0,0,0,0,"26,371",625,0,0,0,0,0,0,,RELATED TO NO. 2016-55
"LOUISIANA, EASTERN",2016-58,FELDMAN,,NARCOTICS,WC,D,08/10/2016,30,0,30,INSTALLED AND USED,30,113,1,"3,402",0,0,0,0,0,0,0,0,0,RELATED TO NO. 2016-56,RELATED TO NO. 2016-56
"LOUISIANA, EASTERN",2016-59,FELDMAN,,NARCOTICS,"WC,TX",D,09/30/2016,30,0,30,INSTALLED AND USED,30,102,54,"3,063",830,"38,544","1,284",0,0,0,0,0,0,,
"LOUISIANA, EASTERN",2016-60,ENGELHARDT,,NARCOTICS,WC,D,10/21/2016,30,0,30,INSTALLED AND USED,30,199,115,"5,996",828,"26,539",650,0,0,0,0,0,0,,
"LOUISIANA, EASTERN",2016-61,ENGELHARDT,,NARCOTICS,"WC,TX",D,12/05/2016,30,0,30,INSTALLED AND USED,24,17,52,420,121,"30,451",643,0,0,0,0,0,0,,
"LOUISIANA, EASTERN",2016-62,ENGELHARDT,,NARCOTICS,"WC,TX",D,12/15/2016,30,0,30,INSTALLED AND USED,13,30,38,391,95,"19,668",625,0,0,0,0,0,0,,
"LOUISIANA, EASTERN",2017-12,AFRICK,,NARCOTICS,TX,D,11/08/2016,30,1,60,INSTALLED AND USED,48,0,0,0,0,"37,658",650,0,0,0,0,0,0,,RELATED TO NO. 2017-13
"LOUISIANA, EASTERN",2017-13,AFRICK,,NARCOTICS,"WC,TX",D,10/27/2016,30,1,60,INSTALLED AND USED,60,150,40,"9,048","2,091","65,656","4,500",3,0,0,0,0,0,,
"LOUISIANA, EASTERN",2017-14,AFRICK,,NARCOTICS,"WC,TX",D,01/24/2017,30,0,30,INSTALLED AND USED,6,0,0,0,0,"7,452",0,0,0,0,0,0,0,,
"LOUISIANA, EASTERN",2017-15,AFRICK,,NARCOTICS,"WC,TX",D,01/09/2017,30,0,30,INSTALLED AND USED,21,21,15,459,46,"30,112",642,0,0,0,0,0,0,,
"LOUISIANA, EASTERN",2017-16,MORGAN,,NARCOTICS,WC,D,01/25/2017,30,0,30,INSTALLED AND USED,16,162,22,"2,597",1,"244,787","1,250",3,0,0,0,0,1,,
"LOUISIANA, EASTERN",2017-17,AFRICK,,NARCOTICS,"WC,TX",D,02/13/2017,30,1,60,INSTALLED AND USED,43,117,42,"5,050","1,587","54,350","1,550",8,0,0,0,0,0,,
"LOUISIANA, EASTERN",2017-18,MORGAN,,NARCOTICS,WC,D,03/31/2017,30,0,30,INSTALLED AND USED,7,54,2,381,1,"244,787","1,250",0,0,0,0,0,0,,RELATED TO NO. 2017-16
"LOUISIANA, EASTERN",2017-19,BARBIER,,NARCOTICS,WC,D,04/24/2017,30,0,30,INSTALLED AND USED,30,361,84,"10,856",0,799,799,0,0,0,0,0,0,,
"LOUISIANA, EASTERN",2017-20,ENGLEHARDT,,NARCOTICS,WC,D,05/22/2017,30,0,30,INSTALLED AND USED,30,220,7,"6,626",1,"90,379",560,8,0,0,0,0,0,,
"LOUISIANA, EASTERN",2017-21,FELDMAN,,NARCOTICS,WC,D,06/26/2017,30,0,30,INSTALLED AND USED,2,9,3,18,1,"13,111",300,0,0,0,0,0,0,,RELATED TO NO. 2017-20
"LOUISIANA, EASTERN",2017-22,BARBIER,,NARCOTICS,WC,D,06/14/2017,30,0,30,INSTALLED AND USED,30,37,11,"1,117",0,"1,640","1,640",0,0,0,0,0,0,,
"LOUISIANA, EASTERN",2017-23,ENGLEHARDT,,NARCOTICS,WC,D,09/26/2017,30,0,30,INSTALLED AND USED,30,24,5,749,1,"29,333","1,500",0,0,0,0,0,0,,RELATED TO NO. 2011-10
"LOUISIANA, EASTERN",2017-24,AFRICK,HULSER,DRUGS - ILLEGAL,"WC,TX",D,09/19/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-25,MILAZZO,~NA,DRUGS - ILLEGAL,"WC,TX",D,03/07/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-26,ZAINEY,SWARTZ,OTHER,WC,D,05/22/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-27,FELDMAN,,OTHER,WC,D,02/13/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-28,ZAINEY,HULSER,OTHER,WC,D,07/10/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-29,LEMMON,HULSER,DRUGS - ILLEGAL,"WC,TX",D,11/06/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-30,MORGAN,BLANCO,DRUGS - ILLEGAL,"WC,TX",D,08/11/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-31,JACKSON,HULSER,CONSPIRACY,"WC,TX",D,05/12/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-32,ZAINEY,,OTHER,WC,D,09/15/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-33,FELDMAN,,OTHER,WC,D,01/11/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-34,MORGAN,DOWNING,DRUGS - ILLEGAL,"WC,TX",D,09/25/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-35,FALLON,,DRUGS - ILLEGAL,"WC,TX,EO",D,05/18/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-36,LEMMON,HULSER,DRUGS - ILLEGAL,"WC,TX",D,09/06/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-37,LEMON,HULSER,DRUGS - ILLEGAL,"WC,TX",D,11/06/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-38,ZAINEY,HULSER,OTHER,WC,D,08/17/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-39,ZAINEY,,OTHER,WC,D,07/19/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-40,ZAINEY,HULSER,OTHER,WC,D,06/15/2017,30,0,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-41,FELDMAN,SWARTZ,DRUGS - ILLEGAL,WC,D,06/22/2017,10,1,20,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-42,BARBIER,BLANCO,DRUGS - ILLEGAL,"WC,TX,EO",D,11/29/2016,30,1,30,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"LOUISIANA, EASTERN",2017-43,LEMON,HULSER,DRUGS - ILLEGAL,"WC,TX",D,09/06/2017,30,1,60,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
