,Jurisdiction,A.O. Number,Judge,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related,year,month
1368,"KENTUCKY, WESTERN",2016-56,"SIMPSON, III",NARCOTICS,WC,D,2016-10-31,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,1,22,0,150559,"5,415",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,10.0
1369,"KENTUCKY, WESTERN",2016-57,"SIMPSON, III",NARCOTICS,WC,D,2016-08-19,30.0,3.0,120.0,INSTALLED AND USED,120.0,60.0,70,"7,279","1,361",172229,"4,425",5.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,8.0
1371,"KENTUCKY, WESTERN",2017-10,HALE,NARCOTICS,"WC,TX",D,2017-01-27,30.0,0.0,30.0,INSTALLED AND USED,30.0,10.0,6,327,115,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-11,RELATED TO NO. 2017-11,2017.0,1.0
1372,"KENTUCKY, WESTERN",2017-11,HALE,NARCOTICS,WC,D,2016-12-27,30.0,1.0,60.0,INSTALLED AND USED,59.0,10.0,6,600,275,54161,"4,200",1.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,12.0
1373,"KENTUCKY, WESTERN",2017-12,HALE,NARCOTICS,WC,D,2017-02-09,30.0,0.0,30.0,INSTALLED AND USED,30.0,30.0,7,900,206,15600,"1,600",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,2.0
1374,"KENTUCKY, WESTERN",2017-13,HALE,NARCOTICS,WC,D,2016-12-27,30.0,1.0,60.0,INSTALLED AND USED,48.0,3.0,3,183,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-56,RELATED TO NO. 2016-56,2016.0,12.0
1375,"KENTUCKY, WESTERN",2017-14,HALE,NARCOTICS,WC,D,2017-03-27,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-56,RELATED TO NO. 2016-56,2017.0,3.0
1376,"KENTUCKY, WESTERN",2017-15,HALE,NARCOTICS,"WC,TX",D,2017-03-07,30.0,1.0,60.0,INSTALLED AND USED,53.0,72.0,12,"3,845","1,987",68249,"7,200",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-11,2017.0,3.0
1377,"KENTUCKY, WESTERN",2017-16,HALE,NARCOTICS,WC,D,2017-04-14,30.0,0.0,30.0,INSTALLED AND USED,23.0,13.0,5,312,256,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-15,,2017.0,4.0
1390,"LOUISIANA, EASTERN",2013-39,LEMMON,NARCOTICS,WC,D,2013-01-02,30.0,1.0,60.0,INSTALLED AND USED,58.0,121.0,68,"7,052","7,052",78770,"6,734",6.0,0.0,0.0,0.0,0.0,6.0,,,2013.0,1.0
1391,"LOUISIANA, EASTERN",2015-70,AFRICK,NARCOTICS,WC,D,2015-04-27,30.0,1.0,60.0,INSTALLED AND USED,58.0,0.0,0,0,0,73286,"1,250",16.0,0.0,0.0,0.0,0.0,0.0,,,2015.0,4.0
1392,"LOUISIANA, EASTERN",2015-71,AFRICK,NARCOTICS,TX,D,2015-05-29,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2015-70,RELATED TO NO. 2015-70,2015.0,5.0
1393,"LOUISIANA, EASTERN",2016-55,BARBIER,NARCOTICS,"WC,TX",D,2016-04-25,30.0,0.0,30.0,INSTALLED AND USED,27.0,0.0,0,0,0,26074,625,6.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,4.0
1394,"LOUISIANA, EASTERN",2016-56,FELDMAN,NARCOTICS,WC,D,2016-05-05,30.0,0.0,30.0,INSTALLED AND USED,29.0,104.0,3,"3,041",1,65375,"1,500",1.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,5.0
1395,"LOUISIANA, EASTERN",2016-57,AFRICK,NARCOTICS,"WC,TX",D,2016-06-09,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,26371,625,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-55,2016.0,6.0
1396,"LOUISIANA, EASTERN",2016-58,FELDMAN,NARCOTICS,WC,D,2016-08-10,30.0,0.0,30.0,INSTALLED AND USED,30.0,113.0,1,"3,402",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-56,RELATED TO NO. 2016-56,2016.0,8.0
1397,"LOUISIANA, EASTERN",2016-59,FELDMAN,NARCOTICS,"WC,TX",D,2016-09-30,30.0,0.0,30.0,INSTALLED AND USED,30.0,102.0,54,"3,063",830,38544,"1,284",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
1398,"LOUISIANA, EASTERN",2016-60,ENGELHARDT,NARCOTICS,WC,D,2016-10-21,30.0,0.0,30.0,INSTALLED AND USED,30.0,199.0,115,"5,996",828,26539,650,0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,10.0
1399,"LOUISIANA, EASTERN",2016-61,ENGELHARDT,NARCOTICS,"WC,TX",D,2016-12-05,30.0,0.0,30.0,INSTALLED AND USED,24.0,17.0,52,420,121,30451,643,0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,12.0
1400,"LOUISIANA, EASTERN",2016-62,ENGELHARDT,NARCOTICS,"WC,TX",D,2016-12-15,30.0,0.0,30.0,INSTALLED AND USED,13.0,30.0,38,391,95,19668,625,0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,12.0
1401,"LOUISIANA, EASTERN",2017-12,AFRICK,NARCOTICS,TX,D,2016-11-08,30.0,1.0,60.0,INSTALLED AND USED,48.0,0.0,0,0,0,37658,650,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-13,2016.0,11.0
1402,"LOUISIANA, EASTERN",2017-13,AFRICK,NARCOTICS,"WC,TX",D,2016-10-27,30.0,1.0,60.0,INSTALLED AND USED,60.0,150.0,40,"9,048","2,091",65656,"4,500",3.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,10.0
1403,"LOUISIANA, EASTERN",2017-14,AFRICK,NARCOTICS,"WC,TX",D,2017-01-24,30.0,0.0,30.0,INSTALLED AND USED,6.0,0.0,0,0,0,7452,0,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,1.0
1404,"LOUISIANA, EASTERN",2017-15,AFRICK,NARCOTICS,"WC,TX",D,2017-01-09,30.0,0.0,30.0,INSTALLED AND USED,21.0,21.0,15,459,46,30112,642,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,1.0
1405,"LOUISIANA, EASTERN",2017-16,MORGAN,NARCOTICS,WC,D,2017-01-25,30.0,0.0,30.0,INSTALLED AND USED,16.0,162.0,22,"2,597",1,244787,"1,250",3.0,0.0,0.0,0.0,0.0,1.0,,,2017.0,1.0
1406,"LOUISIANA, EASTERN",2017-17,AFRICK,NARCOTICS,"WC,TX",D,2017-02-13,30.0,1.0,60.0,INSTALLED AND USED,43.0,117.0,42,"5,050","1,587",54350,"1,550",8.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,2.0
1407,"LOUISIANA, EASTERN",2017-18,MORGAN,NARCOTICS,WC,D,2017-03-31,30.0,0.0,30.0,INSTALLED AND USED,7.0,54.0,2,381,1,244787,"1,250",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-16,2017.0,3.0
1408,"LOUISIANA, EASTERN",2017-19,BARBIER,NARCOTICS,WC,D,2017-04-24,30.0,0.0,30.0,INSTALLED AND USED,30.0,361.0,84,"10,856",0,799,799,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,4.0
1409,"LOUISIANA, EASTERN",2017-20,ENGLEHARDT,NARCOTICS,WC,D,2017-05-22,30.0,0.0,30.0,INSTALLED AND USED,30.0,220.0,7,"6,626",1,90379,560,8.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,5.0
1410,"LOUISIANA, EASTERN",2017-21,FELDMAN,NARCOTICS,WC,D,2017-06-26,30.0,0.0,30.0,INSTALLED AND USED,2.0,9.0,3,18,1,13111,300,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-20,2017.0,6.0
1411,"LOUISIANA, EASTERN",2017-22,BARBIER,NARCOTICS,WC,D,2017-06-14,30.0,0.0,30.0,INSTALLED AND USED,30.0,37.0,11,"1,117",0,1640,"1,640",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,6.0
1412,"LOUISIANA, EASTERN",2017-23,ENGLEHARDT,NARCOTICS,WC,D,2017-09-26,30.0,0.0,30.0,INSTALLED AND USED,30.0,24.0,5,749,1,29333,"1,500",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2011-10,2017.0,9.0
1442,"LOUISIANA, MIDDLE",2013-9,BRADY,NARCOTICS,"WC,TX",D,2013-06-27,30.0,1.0,60.0,INSTALLED AND USED,58.0,0.0,0,0,0,73322,"1,286",0.0,0.0,0.0,0.0,0.0,0.0,,,2013.0,6.0
1443,"LOUISIANA, MIDDLE",2016-16,JACKSON,NARCOTICS,"WC,TX",D,2016-01-21,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,19250,625,0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,1.0
1444,"LOUISIANA, MIDDLE",2016-17,BRADY,NARCOTICS,"WC,TX",D,2016-03-02,30.0,0.0,30.0,INSTALLED AND USED,28.0,0.0,0,0,0,26075,625,0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,3.0
1445,"LOUISIANA, MIDDLE",2016-18,JACKSON,NARCOTICS,"WC,TX",D,2016-02-04,30.0,1.0,60.0,INSTALLED AND USED,58.0,0.0,0,0,0,45970,"1,240",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,2.0
1446,"LOUISIANA, MIDDLE",2016-19,JACKSON,NARCOTICS,WC,D,2016-07-15,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,60950,950,0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,7.0
1447,"LOUISIANA, MIDDLE",2016-20,JACKSON,NARCOTICS,WC,D,2016-10-19,30.0,1.0,60.0,INSTALLED AND USED,60.0,51.0,20,"3,080",300,243936,"1,500",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-3,2016.0,10.0
1448,"LOUISIANA, MIDDLE",2016-21,JACKSON,NARCOTICS,WC,D,2016-11-17,30.0,0.0,30.0,INSTALLED AND USED,30.0,48.0,9,"1,449",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-20,RELATED TO NO. 2015-3,2016.0,11.0
1449,"LOUISIANA, MIDDLE",2017-8,DICK,NARCOTICS,WC,D,2016-12-07,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-20,RELATED TO NO. 2015-3,2016.0,12.0
1450,"LOUISIANA, MIDDLE",2017-9,BRADY,NARCOTICS,"WC,TX",D,2017-04-11,30.0,0.0,30.0,INSTALLED AND USED,30.0,47.0,14,"1,413",346,25502,475,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-10,2017.0,4.0
1451,"LOUISIANA, MIDDLE",2017-10,JACKSON,NARCOTICS,"WC,TX",D,2017-05-11,30.0,1.0,60.0,INSTALLED AND USED,60.0,23.0,14,"1,413",346,52285,950,0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,5.0
1452,"LOUISIANA, MIDDLE",2017-11,JACKSON,NARCOTICS,WC,D,2017-06-22,30.0,1.0,60.0,INSTALLED AND USED,60.0,111.0,41,"6,711",1,61006,"1,214",4.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,6.0
1453,"LOUISIANA, WESTERN",2015-59,HAIK,NARCOTICS,"WC,TX",D,2015-08-04,30.0,1.0,60.0,INSTALLED AND USED,48.0,111.0,136,"5,346",665,60866,"1,250",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-33,2015.0,8.0
1454,"LOUISIANA, WESTERN",2016-43,HICKS JR,NARCOTICS,WC,D,2016-07-13,30.0,0.0,30.0,INSTALLED AND USED,28.0,68.0,27,"1,919",1,44205,"1,500",11.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,7.0
1455,"LOUISIANA, WESTERN",2016-44,"HICKS, JR.",NARCOTICS,"WC,TX",D,2016-08-03,30.0,0.0,30.0,INSTALLED AND USED,30.0,8.0,6,254,152,14735,625,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-45,2016.0,8.0
1456,"LOUISIANA, WESTERN",2016-45,FOOTE,NARCOTICS,"WC,TX",D,2016-08-25,30.0,0.0,30.0,INSTALLED AND USED,14.0,26.0,6,376,127,17135,625,5.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,8.0
1457,"LOUISIANA, WESTERN",2016-46,"TRIMBLE, JR.",NARCOTICS,WC,D,2016-08-26,30.0,0.0,30.0,INSTALLED AND USED,30.0,25.0,10,754,72,37885,625,2.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,8.0
1458,"LOUISIANA, WESTERN",2016-47,DRELL,NARCOTICS,WC,D,2016-10-12,30.0,0.0,30.0,INSTALLED AND USED,30.0,21.0,11,630,0,40462,"1,500",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-21,2016.0,10.0
1459,"LOUISIANA, WESTERN",2016-48,"TRIMBLE, JR.",NARCOTICS,"WC,TX",D,2016-10-13,30.0,0.0,30.0,INSTALLED AND USED,30.0,63.0,68,"1,915",38,15695,"1,250",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,10.0
1460,"LOUISIANA, WESTERN",2016-49,DRELL,NARCOTICS,WC,D,2016-09-26,30.0,1.0,60.0,INSTALLED AND USED,60.0,56.0,40,"3,405",1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-20,RELATED TO NO. 2015-7,2016.0,9.0
1461,"LOUISIANA, WESTERN",2016-50,DRELL,NARCOTICS,WC,D,2016-12-01,30.0,0.0,30.0,INSTALLED AND USED,30.0,28.0,29,840,0,41670,"1,500",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-21,2016.0,12.0
1462,"LOUISIANA, WESTERN",2017-10,"TRIMBLE, JR.",NARCOTICS,"WC,TX",D,2016-12-09,30.0,0.0,30.0,INSTALLED AND USED,30.0,23.0,79,710,51,38560,"1,300",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,12.0
1463,"LOUISIANA, WESTERN",2017-11,DRELL,NARCOTICS,WC,D,2017-04-06,30.0,0.0,30.0,INSTALLED AND USED,30.0,93.0,32,"2,804",1,67722,"3,000",3.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,4.0
1464,"LOUISIANA, WESTERN",2017-12,DRELL,NARCOTICS,"WC,OO",D,2017-05-03,30.0,0.0,30.0,INSTALLED AND USED,30.0,53.0,55,"1,607",0,41423,"1,500",11.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,5.0
1465,"LOUISIANA, WESTERN",2017-13,DRELL,NARCOTICS,WC,D,2017-05-23,30.0,0.0,30.0,INSTALLED AND USED,30.0,55.0,35,"1,676",0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-11,RELATED TO NO. 2017-11,2017.0,5.0
1466,"LOUISIANA, WESTERN",2017-14,DRELL,NARCOTICS,WC,D,2017-05-23,30.0,0.0,30.0,INSTALLED AND USED,30.0,25.0,17,776,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-11,RELATED TO NO. 2017-11,2017.0,5.0
1467,"LOUISIANA, WESTERN",2017-15,DRELL,NARCOTICS,WC,D,2017-06-02,30.0,0.0,30.0,INSTALLED AND USED,30.0,44.0,29,"1,340",1,43117,"1,500",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-12,2017.0,6.0
1468,"LOUISIANA, WESTERN",2017-16,DRELL,NARCOTICS,"WC,TX",D,2017-04-28,30.0,1.0,60.0,INSTALLED AND USED,60.0,208.0,283,"12,482",278,101413,"5,900",3.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,4.0
1469,"LOUISIANA, WESTERN",2017-17,DOHERTY,NARCOTICS,WC,D,2017-08-23,30.0,0.0,30.0,INSTALLED AND USED,30.0,19.0,23,588,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-11,RELATED TO NO. 2017-11,2017.0,8.0
1470,"LOUISIANA, WESTERN",2017-18,WALTER,NARCOTICS,"WC,WS",D,2017-10-24,30.0,0.0,30.0,INSTALLED AND USED,30.0,4.0,14,149,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2017-11,RELATED TO NO. 2017-11,2017.0,10.0
1476,MAINE,2017-1,LEVY,$LAUNDERING,WS,H,2017-03-14,30.0,0.0,30.0,INSTALLED AND USED,30.0,27.0,28,821,192,34309,0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-2,2017.0,3.0
1477,MAINE,2017-2,LEVY,$LAUNDERING,WC,D,2017-03-03,30.0,1.0,60.0,INSTALLED AND USED,60.0,41.0,107,"2,480",379,74987,"1,030",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,3.0
1480,MARYLAND,2010-36,CHASANOW,NARCOTICS,WC,D,2010-11-17,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,6,14,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-37,RELATED TO NO. 2010-37,2010.0,11.0
1481,MARYLAND,2010-37,CHASANOW,NARCOTICS,WC,D,2010-10-21,30.0,1.0,60.0,INSTALLED AND USED,60.0,17.0,208,"1,060","1,060",43263,"3,270",23.0,1.0,0.0,0.0,0.0,23.0,,,2010.0,10.0
1482,MARYLAND,2011-42,CHASANOW,NARCOTICS,WC,D,2011-03-03,30.0,0.0,30.0,INSTALLED AND USED,30.0,18.0,109,550,550,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-37,RELATED TO NO. 2010-37,2011.0,3.0
1483,MARYLAND,2011-43,CHASANOW,NARCOTICS,WC,D,2011-04-22,30.0,0.0,30.0,INSTALLED AND USED,30.0,7.0,17,218,171,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2010-37,RELATED TO NO. 2010-37,2011.0,4.0
1484,MARYLAND,2013-55,WILLIAMS,NARCOTICS,WC,D,2013-02-07,30.0,0.0,30.0,INSTALLED AND USED,14.0,0.0,0,0,0,28718,"2,000",0.0,0.0,0.0,0.0,0.0,0.0,,,2013.0,2.0
1485,MARYLAND,2013-56,CHASANOW,NARCOTICS,"WC,TX",D,2013-02-08,30.0,0.0,30.0,INSTALLED AND USED,28.0,0.0,0,0,0,36601,"1,825",0.0,0.0,0.0,0.0,0.0,0.0,,,2013.0,2.0
1486,MARYLAND,2013-57,GRIMM,NARCOTICS,"WC,TX",D,2013-02-14,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,42428,"5,168",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-58,2013.0,2.0
1487,MARYLAND,2013-58,GRIMM,NARCOTICS,WC,D,2013-03-08,30.0,1.0,60.0,INSTALLED AND USED,46.0,0.0,0,0,0,59711,"2,375",9.0,0.0,0.0,1.0,0.0,9.0,,,2013.0,3.0
1488,MARYLAND,2013-59,CHASANOW,NARCOTICS,"WC,TX",D,2013-03-15,30.0,1.0,60.0,INSTALLED AND USED,59.0,0.0,0,0,0,57107,"5,503",0.0,0.0,0.0,0.0,0.0,0.0,,,2013.0,3.0
1489,MARYLAND,2014-130,BREDAR,NARCOTICS,WC,D,2014-04-15,30.0,0.0,30.0,INSTALLED AND USED,30.0,10.0,18,316,316,34065,"1,735",0.0,0.0,0.0,0.0,0.0,0.0,,,2014.0,4.0
1490,MARYLAND,2014-131,GRIMM,NARCOTICS,WC,D,2014-01-10,30.0,4.0,150.0,INSTALLED AND USED,150.0,18.0,292,"2,722","2,495",0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-50,RELATED TO NO. 2013-50,2014.0,1.0
1491,MARYLAND,2014-132,BENNETT,BRIBERY,WC,D,2014-10-03,30.0,1.0,60.0,INSTALLED AND USED,56.0,58.0,166,"3,285",379,90898,"2,018",0.0,0.0,0.0,0.0,0.0,0.0,,,2014.0,10.0
1492,MARYLAND,2016-115,HAZEL,NARCOTICS,"WC,TX",D,2016-02-16,30.0,0.0,30.0,INSTALLED AND USED,15.0,64.0,47,969,7,20230,"1,600",1.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,2.0
1493,MARYLAND,2016-116,MESSITTE,NARCOTICS,"WC,TX",D,2016-03-07,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,27516,"1,750",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-117,2016.0,3.0
1494,MARYLAND,2016-117,MESSITTE,NARCOTICS,"WC,TX",D,2016-02-04,30.0,1.0,60.0,INSTALLED AND USED,60.0,0.0,0,0,0,54482,"2,950",12.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,2.0
1495,MARYLAND,2016-118,BENNETT,NARCOTICS,"WC,TX",D,2016-03-22,30.0,0.0,30.0,INSTALLED AND USED,29.0,56.0,78,"1,651",361,38860,"1,600",7.0,0.0,0.0,0.0,1.0,0.0,,,2016.0,3.0
1496,MARYLAND,2016-119,BENNETT,NARCOTICS,"WC,TX",D,2016-03-07,30.0,1.0,60.0,INSTALLED AND USED,59.0,137.0,213,"8,116","3,776",79575,"5,055",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-118,2016.0,3.0
1497,MARYLAND,2016-120,TITUS,NARCOTICS,WC,D,2016-04-20,30.0,0.0,30.0,INSTALLED AND USED,30.0,123.0,137,"3,690","2,380",0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-79,RELATED TO NO. 2016-79,2016.0,4.0
1498,MARYLAND,2016-121,MESSITTE,NARCOTICS,"WC,TX",D,2016-04-26,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,18448,"1,700",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-117,2016.0,4.0
1499,MARYLAND,2016-122,MESSITTE,NARCOTICS,"WC,TX",D,2016-05-13,30.0,0.0,30.0,INSTALLED AND USED,30.0,0.0,0,0,0,38960,"1,700",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-117,2016.0,5.0
1500,MARYLAND,2016-123,GRIMM,NARCOTICS,"WC,TX",D,2016-04-19,30.0,1.0,60.0,INSTALLED AND USED,60.0,31.0,223,"1,898","1,286",60000,"2,400",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-125,2016.0,4.0
1501,MARYLAND,2016-124,BLAKE,NARCOTICS,"WC,TX",D,2016-06-30,30.0,0.0,30.0,INSTALLED AND USED,30.0,9.0,58,296,1,40732,"3,400",2.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,6.0
1502,MARYLAND,2016-125,GRIMM,NARCOTICS,"WC,TX",D,2016-03-18,30.0,4.0,150.0,INSTALLED AND USED,150.0,0.0,0,0,0,204751,"10,600",14.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,3.0
1503,MARYLAND,2016-126,GRIMM,NARCOTICS,WC,D,2016-08-10,30.0,0.0,30.0,INSTALLED AND USED,30.0,458.0,62,"13,758","1,118",50813,"4,660",1.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,8.0
1504,MARYLAND,2016-127,MOTZ,NARCOTICS,"WC,TX",D,2016-08-30,30.0,0.0,30.0,INSTALLED AND USED,30.0,53.0,73,"1,610",34,38960,"1,700",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,8.0
1505,MARYLAND,2016-128,MOTZ,NARCOTICS,WC,D,2016-07-21,30.0,1.0,60.0,INSTALLED AND USED,30.0,0.0,0,0,0,38550,"1,290",6.0,0.0,0.0,0.0,0.0,6.0,,,2016.0,7.0
1506,MARYLAND,2016-129,TITUS,NARCOTICS,"WC,TX",D,2016-09-12,30.0,0.0,30.0,INSTALLED AND USED,30.0,23.0,15,700,390,39760,"2,500",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,9.0
1507,MARYLAND,2016-130,BENNETT,NARCOTICS,"WC,TX",D,2016-10-25,30.0,0.0,30.0,INSTALLED AND USED,30.0,33.0,26,990,656,39760,"2,500",0.0,0.0,0.0,0.0,0.0,0.0,,,2016.0,10.0
1508,MARYLAND,2016-131,MESSITTE,NARCOTICS,"WC,WS",D,2016-11-14,30.0,0.0,30.0,INSTALLED AND USED,30.0,13.0,11,390,390,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-77,RELATED TO NO. 2016-77,2016.0,11.0
1509,MARYLAND,2016-132,BENNETT,NARCOTICS,"WC,TX",D,2016-11-15,30.0,0.0,30.0,INSTALLED AND USED,30.0,37.0,15,"1,120",833,39760,"2,500",9.0,0.0,0.0,0.0,0.0,5.0,,,2016.0,11.0
1519,MARYLAND,2017-31,MOTZ,NARCOTICS,"WC,TX",D,2016-09-13,30.0,2.0,90.0,INSTALLED AND USED,90.0,35.0,53,"3,150","2,670",75256,"7,880",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2017-35,2016.0,9.0
1520,MARYLAND,2017-32,MOTZ,NARCOTICS,"WC,TX",D,2016-11-04,30.0,1.0,60.0,INSTALLED AND USED,60.0,81.0,190,"4,877","1,997",47544,"3,640",4.0,0.0,0.0,0.0,0.0,4.0,,,2016.0,11.0
1521,MARYLAND,2017-33,TITUS,NARCOTICS,WC,D,2016-12-22,30.0,0.0,30.0,INSTALLED AND USED,30.0,108.0,86,"3,246",960,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-79,RELATED TO NO. 2016-79,2016.0,12.0
1522,MARYLAND,2017-34,GRIMM,NARCOTICS,WC,D,2016-09-19,30.0,3.0,120.0,INSTALLED AND USED,119.0,63.0,41,"7,579",831,100841,"8,645",0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-126,2016.0,9.0
1523,MARYLAND,2017-35,MOTZ,NARCOTICS,"WC,TX",D,2016-12-02,30.0,1.0,60.0,INSTALLED AND USED,58.0,93.0,243,"5,446","2,552",48661,"3,960",16.0,0.0,0.0,4.0,0.0,0.0,,,2016.0,12.0
1524,MARYLAND,2017-36,BLAKE,NARCOTICS,"WC,TX",D,2017-02-08,30.0,0.0,30.0,INSTALLED AND USED,15.0,22.0,21,342,211,15400,"1,750",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,2.0
1525,MARYLAND,2017-37,MOTZ,NARCOTICS,WC,D,2017-02-13,30.0,0.0,30.0,INSTALLED AND USED,14.0,1.0,6,22,4,11623,"2,200",0.0,0.0,0.0,0.0,0.0,0.0,,,2017.0,2.0
